timestamp,input,command,confidence,action
2026-09-13 10:04:13,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:13,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:14,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:14,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:15,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:15,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:15,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:16,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:16,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:18,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:18,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:19,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:19,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:19,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:20,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:20,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:20,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:21,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:21,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:21,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:22,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:22,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:23,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:23,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:23,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:24,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:30,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:30,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:30,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:31,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:31,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:31,gesture,head tilt,1.0,Scroll Down
2026-09-13 10:04:32,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:33,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:33,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:33,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:34,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:34,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:34,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:35,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:35,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:35,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:36,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:36,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:36,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:37,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:37,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:38,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:38,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:38,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:39,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:39,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:39,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:40,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:40,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:40,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:41,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:41,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:04:41,gesture,head tilt,1.0,Scroll Up
2026-09-13 10:31:49,facial,blink,click
2026-09-13 10:32:04,facial,blink,click
2026-09-13 10:32:11,facial,blink,click
2026-09-13 10:32:14,facial,blink,click
2026-09-13 10:32:18,facial,blink,click
2026-09-13 10:32:24,facial,head tilt down,scroll down
2026-09-13 10:32:25,facial,head tilt down,scroll down
2026-09-13 10:32:25,facial,head tilt down,scroll down
2026-09-13 10:32:25,facial,head tilt down,scroll down
2026-09-13 10:32:25,facial,head tilt down,scroll down
2026-09-13 10:32:25,facial,head tilt down,scroll down
2026-09-13 10:32:26,facial,head tilt down,scroll down
2026-09-13 10:32:26,facial,head tilt down,scroll down
2026-09-13 10:32:29,facial,head tilt up,scroll up
2026-09-13 10:32:29,facial,head tilt up,scroll up
2026-09-13 10:32:29,facial,head tilt up,scroll up
2026-09-13 10:32:29,facial,head tilt up,scroll up
2026-09-13 10:32:29,facial,head tilt up,scroll up
2026-09-13 10:32:30,facial,head tilt up,scroll up
2026-09-13 10:32:30,facial,head tilt up,scroll up
2026-09-13 10:32:30,facial,head tilt up,scroll up
2026-09-13 10:32:30,facial,head tilt up,scroll up
2026-09-13 10:32:31,facial,head tilt up,scroll up
2026-09-13 10:32:31,facial,head tilt up,scroll up
2026-09-13 10:32:31,facial,head tilt up,scroll up
2026-09-13 10:32:31,facial,head tilt up,scroll up
2026-09-13 10:32:31,facial,head tilt up,scroll up
2026-09-13 10:32:32,facial,head tilt up,scroll up
2026-09-13 10:32:32,facial,head tilt up,scroll up
2026-09-13 10:32:32,facial,head tilt up,scroll up
2026-09-13 10:32:32,facial,head tilt up,scroll up
2026-09-13 10:32:33,facial,head tilt up,scroll up
2026-09-13 10:32:33,facial,head tilt up,scroll up
2026-09-13 10:32:33,facial,head tilt up,scroll up
2026-09-13 10:32:33,facial,head tilt up,scroll up
2026-09-13 10:32:33,facial,head tilt up,scroll up
2026-09-13 10:32:34,facial,head tilt up,scroll up
2026-09-13 10:32:34,facial,head tilt up,scroll up
2026-09-13 10:32:34,facial,head tilt up,scroll up
2026-09-13 10:32:34,facial,head tilt up,scroll up
2026-09-13 10:32:35,facial,head tilt up,scroll up
2026-09-13 10:32:35,facial,head tilt up,scroll up
2026-09-13 10:32:35,facial,head tilt up,scroll up
2026-09-13 10:32:35,facial,head tilt up,scroll up
2026-09-13 10:32:36,facial,head tilt up,scroll up
2026-09-13 10:32:36,facial,head tilt up,scroll up
2026-09-13 10:32:36,facial,head tilt up,scroll up
2026-09-13 10:32:36,facial,head tilt up,scroll up
2026-09-13 10:32:36,facial,head tilt up,scroll up
2026-09-13 10:32:37,facial,head tilt up,scroll up
2026-09-13 10:32:37,facial,head tilt up,scroll up
2026-09-13 10:32:37,facial,head tilt up,scroll up
2026-09-13 10:32:37,facial,head tilt up,scroll up
2026-09-13 10:32:38,facial,head tilt up,scroll up
2026-09-13 10:32:38,facial,head tilt up,scroll up
2026-09-13 10:32:38,facial,head tilt up,scroll up
2026-09-13 10:32:38,facial,head tilt up,scroll up
2026-09-13 10:32:38,facial,head tilt up,scroll up
2026-09-13 10:32:39,facial,head tilt up,scroll up
2026-09-13 10:32:39,facial,head tilt up,scroll up
2026-09-13 10:32:39,facial,head tilt up,scroll up
2026-09-13 10:32:39,facial,head tilt up,scroll up
2026-09-13 10:32:40,facial,head tilt up,scroll up
2026-09-13 10:32:40,facial,head tilt up,scroll up
2026-09-13 10:32:40,facial,head tilt up,scroll up
2026-09-13 10:32:40,facial,head tilt up,scroll up
2026-09-13 10:32:40,facial,head tilt up,scroll up
2026-09-13 10:32:41,facial,head tilt up,scroll up
2026-09-13 10:32:41,facial,head tilt up,scroll up
2026-09-13 10:32:41,facial,head tilt up,scroll up
2026-09-13 10:32:41,facial,head tilt up,scroll up
2026-09-13 10:32:42,facial,head tilt up,scroll up
2026-09-13 10:32:42,facial,head tilt up,scroll up
2026-09-13 10:32:42,facial,head tilt up,scroll up
2026-09-13 10:32:42,facial,head tilt up,scroll up
2026-09-13 10:32:42,facial,head tilt up,scroll up
2026-09-13 10:32:43,facial,head tilt up,scroll up
2026-09-13 10:32:43,facial,head tilt up,scroll up
2026-09-13 10:32:43,facial,head tilt up,scroll up
2026-09-13 10:32:43,facial,head tilt up,scroll up
2026-09-13 10:32:44,facial,head tilt up,scroll up
2026-09-13 10:32:44,facial,head tilt up,scroll up
2026-09-13 10:32:44,facial,head tilt up,scroll up
2026-09-13 10:32:44,facial,head tilt up,scroll up
2026-09-13 10:32:45,facial,head tilt up,scroll up
2026-09-13 10:32:45,facial,head tilt up,scroll up
2026-09-13 10:32:45,facial,head tilt up,scroll up
2026-09-13 10:32:45,facial,head tilt up,scroll up
2026-09-13 10:32:45,facial,head tilt up,scroll up
2026-09-13 10:32:46,facial,head tilt up,scroll up
2026-09-13 10:32:46,facial,head tilt up,scroll up
2026-09-13 10:32:46,facial,head tilt up,scroll up
2026-09-13 10:32:46,facial,head tilt up,scroll up
2026-09-13 10:32:47,facial,head tilt up,scroll up
2026-09-13 10:32:47,facial,head tilt up,scroll up
2026-09-13 10:32:47,facial,head tilt up,scroll up
2026-09-13 10:32:47,facial,blink,click
2026-09-13 10:32:47,facial,head tilt up,scroll up
2026-09-13 10:32:48,facial,head tilt up,scroll up
2026-09-13 10:32:48,facial,head tilt up,scroll up
2026-09-13 10:32:48,facial,head tilt up,scroll up
2026-09-13 10:32:48,facial,head tilt up,scroll up
2026-09-13 10:33:02,voice,open chrome,executed
2026-09-13 10:33:19,facial,blink,click
2026-09-13 10:33:40,voice,open calculator,executed
2026-09-13 10:33:55,voice,close chrome,ignored
2026-09-13 10:34:12,facial,blink,click
2026-09-13 10:34:53,facial,blink,click
2026-09-13 10:35:04,facial,blink,click
2026-09-13 10:35:07,facial,head tilt down,scroll down
2026-09-13 10:35:08,facial,head tilt down,scroll down
2026-09-13 10:35:08,facial,head tilt down,scroll down
2026-09-13 10:35:08,facial,head tilt down,scroll down
2026-09-13 10:35:08,facial,head tilt down,scroll down
2026-09-13 10:35:08,facial,head tilt down,scroll down
2026-09-13 10:35:09,facial,head tilt down,scroll down
2026-09-13 10:35:09,facial,head tilt down,scroll down
2026-09-13 10:35:09,facial,head tilt down,scroll down
2026-09-13 10:35:09,facial,head tilt down,scroll down
2026-09-13 10:35:10,facial,head tilt down,scroll down
2026-09-13 10:35:10,facial,head tilt down,scroll down
2026-09-13 10:35:10,facial,head tilt down,scroll down
2026-09-13 10:35:10,facial,head tilt down,scroll down
2026-09-13 10:35:10,facial,head tilt down,scroll down
2026-09-13 10:35:11,facial,head tilt down,scroll down
2026-09-13 10:35:11,facial,head tilt down,scroll down
2026-09-13 10:35:11,facial,head tilt down,scroll down
2026-09-13 10:35:11,facial,head tilt down,scroll down
2026-09-13 10:35:12,facial,head tilt down,scroll down
2026-09-13 10:35:12,facial,head tilt up,scroll up
2026-09-13 10:35:12,facial,head tilt up,scroll up
2026-09-13 10:35:13,facial,head tilt up,scroll up
2026-09-13 10:35:13,facial,head tilt up,scroll up
2026-09-13 10:35:13,facial,head tilt up,scroll up
2026-09-13 10:35:13,facial,head tilt up,scroll up
2026-09-13 10:35:14,facial,head tilt up,scroll up
2026-09-13 10:35:14,facial,head tilt up,scroll up
2026-09-13 10:35:14,facial,head tilt up,scroll up
2026-09-13 10:35:14,facial,head tilt up,scroll up
2026-09-13 10:35:14,facial,head tilt up,scroll up
2026-09-13 10:35:15,facial,head tilt up,scroll up
2026-09-13 10:35:15,facial,head tilt up,scroll up
2026-09-13 10:35:15,facial,head tilt up,scroll up
2026-09-13 10:35:15,facial,head tilt up,scroll up
2026-09-13 10:35:16,facial,head tilt up,scroll up
2026-09-13 10:35:16,facial,head tilt up,scroll up
2026-09-13 10:35:16,facial,head tilt up,scroll up
2026-09-13 10:35:16,facial,head tilt up,scroll up
2026-09-13 10:35:16,facial,head tilt up,scroll up
2026-09-13 10:35:17,facial,head tilt up,scroll up
2026-09-13 10:35:17,facial,head tilt up,scroll up
2026-09-13 10:35:17,facial,head tilt up,scroll up
